EntryNumber,SequenceNumber,InUse,ParentEntryNumber,ParentSequenceNumber,ParentPath,FileName,Extension,FileSize,ReferenceCount,ReparseTarget,IsDirectory,HasAds,IsAds,SI<FN,uSecZeros,Copied,SiFlags,NameType,Created0x10,Created0x30,LastModified0x10,LastModified0x30,LastRecordChange0x10,LastRecordChange0x30,LastAccess0x10,LastAccess0x30,UpdateSequenceNumber,LogfileSequenceNumber,SecurityId,ObjectIdFileDroid,LoggedUtilStream,ZoneIdContents,SourceFile,ResidentDataBase64,ResidentDataHex,ResidentDataASCII
1222,1222,True,459,459,.\WINDOWS\system32,diskperf.exe,.exe,17920,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.5949776,2001-08-23 18:00:00.0000000,2004-08-19 22:42:45.4880416,2004-08-19 00:00:00.0000000,0,21428555,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1223,1223,True,459,459,.\WINDOWS\system32,dispex.dll,.dll,45083,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.5949776,2001-08-23 18:00:00.0000000,2004-08-25 15:50:53.5226640,2004-08-19 00:00:00.0000000,0,36720827,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1224,1224,True,459,459,.\WINDOWS\system32,dllhost.exe,.exe,4608,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6049920,2001-08-23 18:00:00.0000000,2004-08-19 22:36:25.9522960,2004-08-19 00:00:00.0000000,0,18243048,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1225,1225,True,459,459,.\WINDOWS\system32,dllhst3g.exe,.exe,4608,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6049920,2001-08-23 18:00:00.0000000,2004-08-19 22:42:45.7183728,2004-08-19 00:00:00.0000000,0,21299428,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1226,1226,True,459,459,.\WINDOWS\system32,dmadmin.exe,.exe,204800,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6150064,2001-08-23 18:00:00.0000000,2004-08-19 22:42:45.8085024,2004-08-19 00:00:00.0000000,0,21432561,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1227,1227,True,459,459,.\WINDOWS\system32,dmband.dll,.dll,26112,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6150064,2001-08-23 18:00:00.0000000,2004-08-19 22:42:45.8285312,2004-08-19 00:00:00.0000000,0,21432590,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1228,1228,True,459,459,.\WINDOWS\system32,dmcompos.dll,.dll,59904,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6150064,2001-08-23 18:00:00.0000000,2004-08-19 22:42:46.4594384,2004-08-19 00:00:00.0000000,0,21450456,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1229,1229,True,459,459,.\WINDOWS\system32,dmconfig.dll,.dll,330752,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6150064,2001-08-23 18:00:00.0000000,2004-08-19 22:42:46.5796112,2004-08-19 00:00:00.0000000,0,21458423,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1230,1230,True,459,459,.\WINDOWS\system32,dmdlgs.dll,.dll,273920,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6250208,2001-08-23 18:00:00.0000000,2004-08-19 22:42:46.6697408,2004-08-19 00:00:00.0000000,0,21458460,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1231,1231,True,459,459,.\WINDOWS\system32,dmdskmgr.dll,.dll,184320,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6250208,2001-08-23 18:00:00.0000000,2004-08-19 22:42:46.7498560,2004-08-19 00:00:00.0000000,0,21459237,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1232,1232,True,459,459,.\WINDOWS\system32,dmdskres.dll,.dll,118784,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6250208,2001-08-23 18:00:00.0000000,2004-08-19 22:42:46.8399856,2004-08-19 00:00:00.0000000,0,21460488,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1233,1233,True,459,459,.\WINDOWS\system32,dmime.dll,.dll,172032,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6250208,2001-08-23 18:00:00.0000000,2004-08-19 22:42:47.3006480,2004-08-19 00:00:00.0000000,0,21490958,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1234,1234,True,459,459,.\WINDOWS\system32,dmintf.dll,.dll,18432,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6250208,2001-08-23 18:00:00.0000000,2004-08-19 22:42:47.3206768,2004-08-19 00:00:00.0000000,0,21324379,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1235,1235,True,459,459,.\WINDOWS\system32,dmloader.dll,.dll,31232,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6350352,2001-08-23 18:00:00.0000000,2004-08-19 22:42:47.4608784,2004-08-19 00:00:00.0000000,0,21491278,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1236,1236,True,459,459,.\WINDOWS\system32,dmocx.dll,.dll,19456,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6350352,2001-08-23 18:00:00.0000000,2004-08-19 22:42:47.4909216,2004-08-19 00:00:00.0000000,0,21491307,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1237,1237,True,459,459,.\WINDOWS\system32,dmremote.exe,.exe,14336,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6350352,2001-08-23 18:00:00.0000000,2004-08-19 22:42:47.5009360,2004-08-19 00:00:00.0000000,0,21491336,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1238,1238,True,459,459,.\WINDOWS\system32,dmscript.dll,.dll,77312,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6350352,2001-08-23 18:00:00.0000000,2004-08-19 22:42:47.5309792,2004-08-19 00:00:00.0000000,0,21491365,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1239,1239,True,459,459,.\WINDOWS\system32,dmstyle.dll,.dll,110080,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6450496,2001-08-23 18:00:00.0000000,2004-08-19 22:42:47.6511520,2004-08-19 00:00:00.0000000,0,21491423,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1240,1240,True,459,459,.\WINDOWS\system32,dmsynth.dll,.dll,99840,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6450496,2001-08-23 18:00:00.0000000,2004-08-19 22:42:47.7112384,2004-08-19 00:00:00.0000000,0,21491452,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1241,1241,True,459,459,.\WINDOWS\system32,dmusic.dll,.dll,94720,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6450496,2001-08-23 18:00:00.0000000,2004-08-19 22:42:47.7412816,2004-08-19 00:00:00.0000000,0,21491481,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1242,1242,True,459,459,.\WINDOWS\system32,dmutil.dll,.dll,50688,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-17 22:36:14.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6450496,2001-08-23 18:00:00.0000000,2004-08-19 22:42:47.8013680,2004-08-19 00:00:00.0000000,0,21491545,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1243,1243,True,459,459,.\WINDOWS\system32,dmview.ocx,.ocx,61440,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6450496,2001-08-23 18:00:00.0000000,2004-08-19 22:42:47.8414256,2004-08-19 00:00:00.0000000,0,21491574,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1244,1244,True,459,459,.\WINDOWS\system32,docprop.dll,.dll,46080,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6550640,2001-08-23 18:00:00.0000000,2004-08-19 22:42:48.4022320,2004-08-19 00:00:00.0000000,0,21343869,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1245,1245,True,459,459,.\WINDOWS\system32,docprop2.dll,.dll,45056,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6550640,2001-08-23 18:00:00.0000000,2004-08-19 22:42:48.4422896,2004-08-19 00:00:00.0000000,0,21491603,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1246,1246,True,459,459,.\WINDOWS\system32,doskey.exe,.exe,10752,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6650784,2001-08-23 18:00:00.0000000,2004-08-19 22:42:48.4523040,2004-08-19 00:00:00.0000000,0,21345376,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1247,1247,True,459,459,.\WINDOWS\system32,dosx.exe,.exe,53840,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6650784,2001-08-23 18:00:00.0000000,2004-08-19 22:42:48.4723328,2004-08-19 00:00:00.0000000,0,21491632,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1248,1248,True,459,459,.\WINDOWS\system32,dplay.dll,.dll,33040,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6650784,2001-08-23 18:00:00.0000000,2004-08-19 22:42:48.6826352,2004-08-19 00:00:00.0000000,0,21492155,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1249,1249,True,459,459,.\WINDOWS\system32,dplaysvr.exe,.exe,26112,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6750928,2001-08-23 18:00:00.0000000,2004-08-19 22:42:48.7026640,2004-08-19 00:00:00.0000000,0,21492184,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1250,1250,True,459,459,.\WINDOWS\system32,dplayx.dll,.dll,212992,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6750928,2001-08-23 18:00:00.0000000,2004-08-19 22:42:48.7727648,2004-08-19 00:00:00.0000000,0,21492213,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1251,1251,True,459,459,.\WINDOWS\system32,dpmodemx.dll,.dll,20992,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6750928,2001-08-23 18:00:00.0000000,2004-08-19 22:42:48.7927936,2004-08-19 00:00:00.0000000,0,21492250,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1252,1252,True,459,459,.\WINDOWS\system32,dpnaddr.dll,.dll,26112,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6750928,2001-08-23 18:00:00.0000000,2004-08-19 22:42:48.8328512,2004-08-19 00:00:00.0000000,0,21492279,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1253,1253,True,459,459,.\WINDOWS\system32,dpnet.dll,.dll,156672,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6750928,2001-08-23 18:00:00.0000000,2004-08-19 22:42:49.3135424,2004-08-19 00:00:00.0000000,0,21492308,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1254,1254,True,459,459,.\WINDOWS\system32,dpnhpast.dll,.dll,30208,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6851072,2001-08-23 18:00:00.0000000,2004-08-19 22:42:49.5238448,2004-08-19 00:00:00.0000000,0,21492398,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1255,1255,True,459,459,.\WINDOWS\system32,dpnhupnp.dll,.dll,55808,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6851072,2001-08-23 18:00:00.0000000,2004-08-19 22:42:49.5739168,2004-08-19 00:00:00.0000000,0,21500344,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1256,1256,True,459,459,.\WINDOWS\system32,dpnlobby.dll,.dll,38400,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6851072,2001-08-23 18:00:00.0000000,2004-08-19 22:42:49.6139744,2004-08-19 00:00:00.0000000,0,21500373,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1257,1257,True,459,459,.\WINDOWS\system32,dpnmodem.dll,.dll,62464,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6851072,2001-08-23 18:00:00.0000000,2004-08-19 22:42:49.6640464,2004-08-19 00:00:00.0000000,0,21500809,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1258,1258,True,459,459,.\WINDOWS\system32,dpnsvr.exe,.exe,18944,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6851072,2001-08-23 18:00:00.0000000,2004-08-19 22:42:49.6740608,2004-08-19 00:00:00.0000000,0,21367543,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1259,1259,True,459,459,.\WINDOWS\system32,dpnwsock.dll,.dll,61952,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6951216,2001-08-23 18:00:00.0000000,2004-08-19 22:42:49.6940896,2004-08-19 00:00:00.0000000,0,21506681,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1260,1260,True,459,459,.\WINDOWS\system32,dpserial.dll,.dll,53520,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6951216,2001-08-23 18:00:00.0000000,2004-08-19 22:42:49.7742048,2004-08-19 00:00:00.0000000,0,21506710,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1261,1261,True,459,459,.\WINDOWS\system32,dpvacm.dll,.dll,24064,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6951216,2001-08-23 18:00:00.0000000,2004-08-19 22:42:49.7842192,2004-08-19 00:00:00.0000000,0,21506739,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1262,1262,True,459,459,.\WINDOWS\system32,dpvoice.dll,.dll,206336,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6951216,2001-08-23 18:00:00.0000000,2004-08-19 22:42:49.8543200,2004-08-19 00:00:00.0000000,0,21506768,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1263,1263,True,459,459,.\WINDOWS\system32,dpvsetup.exe,.exe,59392,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.6951216,2001-08-23 18:00:00.0000000,2004-08-19 22:42:50.1547520,2004-08-19 00:00:00.0000000,0,21507253,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1264,1264,True,459,459,.\WINDOWS\system32,dpvvox.dll,.dll,113152,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.7051360,2001-08-23 18:00:00.0000000,2004-08-19 22:42:50.2048240,2004-08-19 00:00:00.0000000,0,21507282,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1265,1265,True,459,459,.\WINDOWS\system32,dpwsock.dll,.dll,42768,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.7051360,2001-08-23 18:00:00.0000000,2004-08-19 22:42:50.2248528,2004-08-19 00:00:00.0000000,0,21507311,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1266,1266,True,459,459,.\WINDOWS\system32,dpwsockx.dll,.dll,50176,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.7051360,2001-08-23 18:00:00.0000000,2004-08-19 22:42:50.2448816,2004-08-19 00:00:00.0000000,0,21507340,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1267,1267,True,459,459,.\WINDOWS\system32,drmclien.dll,.dll,258048,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.3761008,2001-08-23 18:00:00.0000000,2004-08-19 22:41:32.0424320,2004-08-19 00:00:00.0000000,0,19713697,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1268,1268,True,459,459,.\WINDOWS\system32,drmstor.dll,.dll,76830,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.3761008,2001-08-23 18:00:00.0000000,2004-08-19 22:41:32.0925040,2004-08-19 00:00:00.0000000,0,19713726,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1269,1269,True,459,459,.\WINDOWS\system32,drmv2clt.dll,.dll,589824,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.3761008,2001-08-23 18:00:00.0000000,2004-08-19 22:42:50.5453136,2004-08-19 00:00:00.0000000,0,21510185,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1270,1270,True,459,459,.\WINDOWS\system32,forcedos.exe,.exe,7168,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5463456,2001-08-23 18:00:00.0000000,2004-08-19 22:43:07.5697936,2004-08-19 00:00:00.0000000,0,21610895,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1271,1271,True,459,459,.\WINDOWS\system32,driverquery.exe,.exe,58368,1,,False,False,False,False,True,False,Archive,Windows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:15.7051360,2001-08-23 18:00:00.0000000,2004-08-19 22:42:50.2949536,2004-08-19 00:00:00.0000000,0,21507369,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1272,1272,True,459,459,.\WINDOWS\system32,drwatson.exe,.exe,28112,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.3861152,2001-08-23 18:00:00.0000000,2004-08-19 22:42:50.6855152,2004-08-19 00:00:00.0000000,0,21510214,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1273,1273,True,459,459,.\WINDOWS\system32,drwtsn32.exe,.exe,45568,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.3861152,2001-08-23 18:00:00.0000000,2004-08-20 15:25:44.8134128,2004-08-19 00:00:00.0000000,0,36690952,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1274,1274,True,459,459,.\WINDOWS\system32,format.com,.com,25600,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5463456,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,9569811,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1275,1275,True,459,459,.\WINDOWS\system32,ds16gt.dLL,.dLL,4656,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.3861152,2001-08-23 18:00:00.0000000,2004-08-19 22:42:50.7556160,2004-08-19 00:00:00.0000000,0,21510272,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1276,1276,True,459,459,.\WINDOWS\system32,ds32gt.dll,.dll,16384,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.3861152,2001-08-23 18:00:00.0000000,2004-08-19 22:41:32.1525904,2004-08-19 00:00:00.0000000,0,19713755,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1277,1277,True,459,459,.\WINDOWS\system32,dsauth.dll,.dll,62976,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.3961296,2001-08-23 18:00:00.0000000,2004-08-19 22:42:50.7856592,2004-08-19 00:00:00.0000000,0,21386203,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1278,1278,True,459,459,.\WINDOWS\system32,dsdmo.dll,.dll,165888,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.3961296,2001-08-23 18:00:00.0000000,2004-08-19 22:42:50.8557600,2004-08-19 00:00:00.0000000,0,21510526,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1279,1279,True,459,459,.\WINDOWS\system32,dsdmoprp.dll,.dll,66560,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.3961296,2001-08-23 18:00:00.0000000,2004-08-19 22:42:51.1161344,2004-08-19 00:00:00.0000000,0,21512051,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1280,1280,True,459,459,.\WINDOWS\system32,dskquota.dll,.dll,84992,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.3961296,2001-08-23 18:00:00.0000000,2004-08-26 15:51:48.4153664,2004-08-19 00:00:00.0000000,0,37896205,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1281,1281,True,459,459,.\WINDOWS\system32,dskquoui.dll,.dll,144384,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.3961296,2001-08-23 18:00:00.0000000,2004-08-19 22:42:51.2162784,2004-08-19 00:00:00.0000000,0,21514268,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1282,1282,True,459,459,.\WINDOWS\system32,dsound.dll,.dll,338944,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4061440,2001-08-23 18:00:00.0000000,2004-08-19 22:53:22.1761600,2004-08-19 00:00:00.0000000,0,36829360,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1283,1283,True,459,459,.\WINDOWS\system32,dsound.vxd,.vxd,81,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4061440,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,9561135,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1284,1284,True,459,459,.\WINDOWS\system32,dsound3d.dll,.dll,1293824,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4061440,2001-08-23 18:00:00.0000000,2004-08-19 22:42:51.6569120,2004-08-19 00:00:00.0000000,0,21540831,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1285,1285,True,459,459,.\WINDOWS\system32,dsprop.dll,.dll,131072,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4061440,2001-08-23 18:00:00.0000000,2004-08-19 22:42:51.7670704,2004-08-19 00:00:00.0000000,0,21548902,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
