EntryNumber,SequenceNumber,InUse,ParentEntryNumber,ParentSequenceNumber,ParentPath,FileName,Extension,FileSize,ReferenceCount,ReparseTarget,IsDirectory,HasAds,IsAds,SI<FN,uSecZeros,Copied,SiFlags,NameType,Created0x10,Created0x30,LastModified0x10,LastModified0x30,LastRecordChange0x10,LastRecordChange0x30,LastAccess0x10,LastAccess0x30,UpdateSequenceNumber,LogfileSequenceNumber,SecurityId,ObjectIdFileDroid,LoggedUtilStream,ZoneIdContents,SourceFile,ResidentDataBase64,ResidentDataHex,ResidentDataASCII
61,61,True,17,17,.\WIN98,W98SETUP.BIN,.BIN,168096,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.0742944,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9772956,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
62,62,True,17,17,.\WIN98,WB16OFF.EXE,.EXE,537,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.0742944,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9773076,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
63,63,True,17,17,.\WIN98,WIN98_21.CAB,.CAB,5632,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.0742944,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9773188,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
64,64,True,17,17,.\WIN98,WIN98_22.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.0742944,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9773300,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
65,65,True,17,17,.\WIN98,WIN98_23.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.0742944,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9773412,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
66,66,True,17,17,.\WIN98,WIN98_24.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.0742944,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9773524,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
67,67,True,17,17,.\WIN98,WIN98_25.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.0742944,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9773644,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
68,68,True,17,17,.\WIN98,WIN98_26.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.0742944,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9773756,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
69,69,True,17,17,.\WIN98,WIN98_27.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.0742944,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9773868,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
70,70,True,17,17,.\WIN98,WIN98_28.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.0742944,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9773980,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
71,71,True,17,17,.\WIN98,WIN98_29.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.0742944,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9774100,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
72,72,True,17,17,.\WIN98,WIN98_30.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.0742944,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9774212,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
73,73,True,17,17,.\WIN98,WIN98_31.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.0742944,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9774324,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
74,74,True,17,17,.\WIN98,WIN98_32.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1043376,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9774436,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
75,75,True,17,17,.\WIN98,WIN98_33.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1043376,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9774548,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
76,76,True,17,17,.\WIN98,WIN98_34.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1043376,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9774668,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
77,77,True,17,17,.\WIN98,WIN98_35.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1043376,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9774780,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
78,78,True,17,17,.\WIN98,WIN98_36.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1043376,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9774892,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
79,79,True,17,17,.\WIN98,WIN98_37.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1143520,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9775004,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
80,80,True,17,17,.\WIN98,WIN98_38.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1143520,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9775124,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
81,81,True,17,17,.\WIN98,WIN98_39.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1143520,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9775236,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
82,82,True,17,17,.\WIN98,WIN98_40.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1143520,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9775348,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
83,83,True,17,17,.\WIN98,WIN98_41.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1143520,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9775460,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
84,84,True,17,17,.\WIN98,WIN98_42.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1143520,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9775572,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
85,85,True,17,17,.\WIN98,WIN98_43.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1143520,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9775692,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
86,86,True,17,17,.\WIN98,WIN98_44.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1143520,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9775804,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
87,87,True,17,17,.\WIN98,WIN98_45.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1143520,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9775916,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
88,88,True,17,17,.\WIN98,WIN98_46.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1143520,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9776028,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
89,89,True,17,17,.\WIN98,WIN98_47.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1143520,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9776148,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
90,90,True,17,17,.\WIN98,WIN98_48.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1143520,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9776260,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
91,91,True,17,17,.\WIN98,WIN98_49.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1343808,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9776372,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
92,92,True,17,17,.\WIN98,WIN98_50.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1343808,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9776589,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
93,93,True,17,17,.\WIN98,WIN98_51.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1744384,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9776709,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
94,94,True,17,17,.\WIN98,WIN98_52.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1744384,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9776821,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
95,95,True,17,17,.\WIN98,WIN98_53.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1944672,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9776933,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
96,96,True,17,17,.\WIN98,WIN98_54.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1944672,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9777045,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
97,97,True,17,17,.\WIN98,WIN98_55.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1944672,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9777165,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
98,98,True,17,17,.\WIN98,WIN98_56.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.1944672,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9777277,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
99,99,True,17,17,.\WIN98,WIN98_57.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.2245104,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9777389,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
100,100,True,17,17,.\WIN98,WIN98_58.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.2245104,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9777501,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
101,101,True,17,17,.\WIN98,WIN98_59.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.2245104,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9777613,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
102,102,True,17,17,.\WIN98,WIN98_60.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.2245104,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9777733,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
103,103,True,17,17,.\WIN98,WIN98_61.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.2545536,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9777845,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
104,104,True,17,17,.\WIN98,WIN98_62.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.2545536,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9777957,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
105,105,True,17,17,.\WIN98,WIN98_63.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.2545536,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9778069,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
106,106,True,17,17,.\WIN98,WIN98_64.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.2545536,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9778189,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
107,107,True,17,17,.\WIN98,WIN98_65.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.2845968,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9778301,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
108,108,True,17,17,.\WIN98,WIN98_66.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.2845968,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9778413,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
109,109,True,17,17,.\WIN98,WIN98_67.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.2845968,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9778525,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
110,110,True,17,17,.\WIN98,WIN98_68.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.2845968,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9778637,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
111,111,True,17,17,.\WIN98,WIN98_69.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.3146400,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9778757,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
112,112,True,17,17,.\WIN98,WIN98_70.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.3146400,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9778869,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
113,113,True,17,17,.\WIN98,WIN98_71.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.3146400,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9778981,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
114,114,True,17,17,.\WIN98,WIN98_72.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.3146400,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9779093,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
115,115,True,17,17,.\WIN98,WIN98_73.CAB,.CAB,1802240,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.3146400,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9779213,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
116,116,True,17,17,.\WIN98,WIN98_74.CAB,.CAB,1056537,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.3146400,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9779325,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
117,117,True,17,17,.\WIN98,WIN98_OL.CAB,.CAB,1708985,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.3146400,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9779437,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
118,118,True,17,17,.\WIN98,XMSMMGR.EXE,.EXE,14144,1,,False,False,False,False,True,False,Archive,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 17:02:22.3146400,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,9779610,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
119,119,True,5,5,.,BOOTLOG.TXT,.TXT,41727,1,,False,False,False,False,True,False,Hidden|System,DosWindows,2004-08-19 15:39:26.0000000,,2004-08-19 15:39:26.0000000,,2004-08-19 22:40:19.6483344,2004-08-19 15:39:26.0000000,2004-08-19 00:00:00.0000000,,0,19105246,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
120,120,True,5,5,.,COMMAND.COM,.COM,93890,1,,False,False,False,False,True,False,Hidden|System,DosWindows,1999-04-23 22:22:00.0000000,,1999-04-23 22:22:00.0000000,,2004-08-19 22:40:19.6483344,1999-04-23 22:22:00.0000000,2004-08-18 00:00:00.0000000,,0,19104778,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
121,121,True,5,5,.,SUHDLOG.DAT,.DAT,5166,1,,False,False,False,False,True,False,Hidden|System,DosWindows,2004-08-18 16:40:56.0000000,,2004-08-18 16:40:56.0000000,,2004-08-19 22:40:19.6483344,2004-08-18 16:40:56.0000000,2004-08-18 00:00:00.0000000,,0,19105713,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
122,122,True,5,5,.,FRUNLOG.TXT,.TXT,1012,1,,False,False,False,False,True,False,Archive,DosWindows,2004-08-18 16:42:21.1700000,,2004-08-18 16:46:48.0000000,,2004-08-19 17:02:21.5535456,2004-08-18 16:46:48.0000000,2004-08-18 00:00:00.0000000,,0,9765643,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
123,123,True,5,5,.,MSDOS.---,.---,22,1,,False,False,False,False,True,False,Hidden|System,DosWindows,2004-08-18 16:31:34.0000000,,2004-08-18 16:31:34.0000000,,2004-08-19 22:40:19.6483344,2004-08-18 16:31:34.0000000,2004-08-18 00:00:00.0000000,,0,19104895,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
124,124,True,5,5,.,SETUPLOG.TXT,.TXT,99731,1,,False,False,False,False,True,False,Hidden|System,DosWindows,2004-08-18 16:53:16.0000000,,2004-08-18 16:53:16.0000000,,2004-08-19 22:40:19.6483344,2004-08-18 16:53:16.0000000,2004-08-18 00:00:00.0000000,,0,19105596,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
125,125,True,5,5,.,NETLOG.TXT,.TXT,3345,1,,False,False,False,False,True,False,Hidden|System,DosWindows,2004-08-18 16:53:16.0000000,,2004-08-18 16:53:16.0000000,,2004-08-19 22:40:19.6583488,2004-08-18 16:53:16.0000000,2004-08-18 00:00:00.0000000,,0,19105991,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
126,126,True,5,5,.,MSDOS.SYS,.SYS,1676,1,,False,False,False,False,True,False,ReadOnly|Hidden|System|Archive,DosWindows,2004-08-18 16:50:14.0000000,,2004-08-18 16:50:14.0000000,,2004-08-19 17:02:21.5535456,2004-08-18 16:50:14.0000000,2004-08-18 00:00:00.0000000,,0,9765988,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
127,127,True,5,5,.,AUTOEXEC.BAT,.BAT,0,1,,False,False,False,False,True,False,Archive,DosWindows,2004-08-18 16:53:34.5500000,,2004-08-18 16:53:36.0000000,,2004-08-19 17:02:10.9783392,2004-08-18 16:53:36.0000000,2004-08-19 00:00:00.0000000,,0,9230969,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
128,128,True,5,5,.,DETLOG.TXT,.TXT,70936,1,,False,False,False,False,True,False,Hidden|System,DosWindows,2004-08-18 16:47:01.7100000,,2004-08-18 16:50:00.0000000,,2004-08-19 22:40:19.6483344,2004-08-18 16:50:00.0000000,2004-08-18 00:00:00.0000000,,0,19105491,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
129,129,True,5,5,.,CONFIG.SYS,.SYS,30,1,,False,False,False,False,True,False,Archive,DosWindows,2004-08-18 16:54:54.1700000,,2004-08-18 16:54:56.0000000,,2004-08-19 17:02:10.9783392,2004-08-18 16:54:56.0000000,2004-08-19 22:38:21.6987312,2004-08-19 00:00:00.0000000,0,19260776,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
130,130,True,5,5,.,BOOTLOG.PRV,.PRV,46251,1,,False,False,False,False,True,False,Hidden|System,DosWindows,2004-08-18 16:56:12.0000000,,2004-08-18 16:56:12.0000000,,2004-08-19 22:40:19.6483344,2004-08-18 16:56:12.0000000,2004-08-18 00:00:00.0000000,,0,19105374,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
